prompt_id,group,category,text,construction_or_source_note,legacy_core,legacy_prompt_sha256,split,token_ids,token_count,prompt_text_sha256,raw_file_sha256,manifest_fingerprint
ACT-NAT-CONFLICT-07,naturalistic_behavioral,conflict,A tense exchange interrupts a community garden. Give a brief response addressing the immediate situation.,Deterministic study-authored situational prompt; frozen before activation capture.,True,e44b68542fdd864ffa1450106d0ed6316139677be0a0a43bdbfa27aa149e8bb1,test,"[128000, 32, 43787, 9473, 44537, 264, 4029, 13863, 13, 21335, 264, 10015, 2077, 28118, 279, 14247, 6671, 13]",18,e44b68542fdd864ffa1450106d0ed6316139677be0a0a43bdbfa27aa149e8bb1,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-CONFLICT-08,naturalistic_behavioral,conflict,A tense exchange interrupts a class project. Give a brief response addressing the immediate situation.,Deterministic study-authored situational prompt; frozen before activation capture.,True,2e5db347b1d18468415b15b2bf019ab621921e1aab37bf335ff1dad86dc3b8d8,test,"[128000, 32, 43787, 9473, 44537, 264, 538, 2447, 13, 21335, 264, 10015, 2077, 28118, 279, 14247, 6671, 13]",18,2e5db347b1d18468415b15b2bf019ab621921e1aab37bf335ff1dad86dc3b8d8,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-CONFLICT-09,naturalistic_behavioral,conflict,A tense exchange interrupts a delivery schedule. Give a brief response addressing the immediate situation.,Deterministic study-authored situational prompt; frozen before activation capture.,True,404afe0b19d9cc31b306342523d27cb2e40af2628d7d990ad76fe44bb8e7368a,train,"[128000, 32, 43787, 9473, 44537, 264, 9889, 9899, 13, 21335, 264, 10015, 2077, 28118, 279, 14247, 6671, 13]",18,404afe0b19d9cc31b306342523d27cb2e40af2628d7d990ad76fe44bb8e7368a,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-CONFLICT-10,naturalistic_behavioral,conflict,A tense exchange interrupts a household chore. Give a brief response addressing the immediate situation.,Deterministic study-authored situational prompt; frozen before activation capture.,True,277d22282a84af24cd0ef7a6c48f1b8577ae99c44fd699fc7b11c80987d83137,train,"[128000, 32, 43787, 9473, 44537, 264, 14048, 50671, 13, 21335, 264, 10015, 2077, 28118, 279, 14247, 6671, 13]",18,277d22282a84af24cd0ef7a6c48f1b8577ae99c44fd699fc7b11c80987d83137,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-CONFLICT-11,naturalistic_behavioral,conflict,A tense exchange interrupts a meeting agenda. Give a brief response addressing the immediate situation.,Deterministic study-authored situational prompt; frozen before activation capture.,True,9de84919c6ccb8ce305c22bc9afe9d2c2d57333ce06575404ee288304f5ed575,train,"[128000, 32, 43787, 9473, 44537, 264, 6574, 18909, 13, 21335, 264, 10015, 2077, 28118, 279, 14247, 6671, 13]",18,9de84919c6ccb8ce305c22bc9afe9d2c2d57333ce06575404ee288304f5ed575,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-CONFLICT-12,naturalistic_behavioral,conflict,A tense exchange interrupts a weekend activity. Give a brief response addressing the immediate situation.,Deterministic study-authored situational prompt; frozen before activation capture.,True,a5e0dbcd247cd0abe58ca69a33e87052a71bca31d61a13b632104c853756f7fc,train,"[128000, 32, 43787, 9473, 44537, 264, 9178, 5820, 13, 21335, 264, 10015, 2077, 28118, 279, 14247, 6671, 13]",18,a5e0dbcd247cd0abe58ca69a33e87052a71bca31d61a13b632104c853756f7fc,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-01,naturalistic_behavioral,deadlines,The due time for a research note moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,c3c71d3084b1bd1ee4ce096ee21d657047e636416703b268483e3622498ec2d1,train,"[128000, 791, 4245, 892, 369, 264, 3495, 5296, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,c3c71d3084b1bd1ee4ce096ee21d657047e636416703b268483e3622498ec2d1,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-02,naturalistic_behavioral,deadlines,The due time for a neighborhood event moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,fc68430612c7ae1f4752d17be299d6a0028ece2da91b43a7780d2d287fef4a40,train,"[128000, 791, 4245, 892, 369, 264, 12818, 1567, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,fc68430612c7ae1f4752d17be299d6a0028ece2da91b43a7780d2d287fef4a40,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-03,naturalistic_behavioral,deadlines,The due time for a repair task moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,c51d3fecdfacf6a161c8379a81485bbeaabe88c3b948597d353dbbc8df0d9661,validation,"[128000, 791, 4245, 892, 369, 264, 13023, 3465, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,c51d3fecdfacf6a161c8379a81485bbeaabe88c3b948597d353dbbc8df0d9661,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-04,naturalistic_behavioral,deadlines,The due time for a travel delay moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,3dba71073c6a024c18b19546f70b0c039960f85cd771e0fa1e47d7219551c582,test,"[128000, 791, 4245, 892, 369, 264, 5944, 7781, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,3dba71073c6a024c18b19546f70b0c039960f85cd771e0fa1e47d7219551c582,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-05,naturalistic_behavioral,deadlines,The due time for a shared workspace moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,07d91c185d7268382c5ffde7cdb0670353cd63183605a7e049cded4d1cac87f7,train,"[128000, 791, 4245, 892, 369, 264, 6222, 28614, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,07d91c185d7268382c5ffde7cdb0670353cd63183605a7e049cded4d1cac87f7,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-06,naturalistic_behavioral,deadlines,The due time for a software release moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,7cc1db677fa628bf4dbff927bd8f2bef80db0a5a5d246d9434849b6c3c5cd5b6,train,"[128000, 791, 4245, 892, 369, 264, 3241, 4984, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,7cc1db677fa628bf4dbff927bd8f2bef80db0a5a5d246d9434849b6c3c5cd5b6,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-07,naturalistic_behavioral,deadlines,The due time for a community garden moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,058dfdcae57c318e3bc36d7b961ccbd9c0621261a79fb1e79700b8b9215ccb97,train,"[128000, 791, 4245, 892, 369, 264, 4029, 13863, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,058dfdcae57c318e3bc36d7b961ccbd9c0621261a79fb1e79700b8b9215ccb97,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-08,naturalistic_behavioral,deadlines,The due time for a class project moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,379c29e66a1994a5f0742ca64c067b59b9529a225f229cdf0afa72c18b8b78fc,validation,"[128000, 791, 4245, 892, 369, 264, 538, 2447, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,379c29e66a1994a5f0742ca64c067b59b9529a225f229cdf0afa72c18b8b78fc,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-09,naturalistic_behavioral,deadlines,The due time for a delivery schedule moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,47640347146ddaae7e32ac8677acfc81430782964297d4e1d1faef0f3c34efab,train,"[128000, 791, 4245, 892, 369, 264, 9889, 9899, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,47640347146ddaae7e32ac8677acfc81430782964297d4e1d1faef0f3c34efab,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-10,naturalistic_behavioral,deadlines,The due time for a household chore moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,d9a0750b07e4d00b8585581442b6a986efd84f5a768287b7a31ef28741658e1e,test,"[128000, 791, 4245, 892, 369, 264, 14048, 50671, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,d9a0750b07e4d00b8585581442b6a986efd84f5a768287b7a31ef28741658e1e,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-11,naturalistic_behavioral,deadlines,The due time for a meeting agenda moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,6fcf71b969a80d7381d471628d3156ceedf5d29529ade3d4359c27fe253f7471,validation,"[128000, 791, 4245, 892, 369, 264, 6574, 18909, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,6fcf71b969a80d7381d471628d3156ceedf5d29529ade3d4359c27fe253f7471,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-DEADLINES-12,naturalistic_behavioral,deadlines,The due time for a weekend activity moves earlier. State briefly what should happen next.,Deterministic study-authored situational prompt; frozen before activation capture.,True,44aa957f6e0b2b01d45a714410d113088ed32ad2958b78219118e5c594b66998,test,"[128000, 791, 4245, 892, 369, 264, 9178, 5820, 11031, 6931, 13, 3314, 27851, 1148, 1288, 3621, 1828, 13]",18,44aa957f6e0b2b01d45a714410d113088ed32ad2958b78219118e5c594b66998,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-01,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a research note. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,ca22a0bc5c69863f60154c1462b9327247de92dac32a5dc07830ca145b1f6ea6,validation,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 3495, 5296, 13, 9842, 264, 2875, 14247, 2077, 13]",16,ca22a0bc5c69863f60154c1462b9327247de92dac32a5dc07830ca145b1f6ea6,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-02,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a neighborhood event. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,a5e64f182295dfba43d7e2200fbc737b10ef3ffb7ebc384842dd5133a764f901,validation,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 12818, 1567, 13, 9842, 264, 2875, 14247, 2077, 13]",16,a5e64f182295dfba43d7e2200fbc737b10ef3ffb7ebc384842dd5133a764f901,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-03,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a repair task. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,dce841e7ca07e7378157c65e00e9513059db16a90b48d3bbae8ecee7bbc3fd39,train,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 13023, 3465, 13, 9842, 264, 2875, 14247, 2077, 13]",16,dce841e7ca07e7378157c65e00e9513059db16a90b48d3bbae8ecee7bbc3fd39,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-04,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a travel delay. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,4117826cd87716145fbd7fd5b5663ccc4b2c8dca4532694c0089b7a14db84e3d,train,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 5944, 7781, 13, 9842, 264, 2875, 14247, 2077, 13]",16,4117826cd87716145fbd7fd5b5663ccc4b2c8dca4532694c0089b7a14db84e3d,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-05,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a shared workspace. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,998ae3f66d5f697dff8a5e94d4d35aba1866d728df8df66aaea50ce3f9088df9,validation,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 6222, 28614, 13, 9842, 264, 2875, 14247, 2077, 13]",16,998ae3f66d5f697dff8a5e94d4d35aba1866d728df8df66aaea50ce3f9088df9,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-06,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a software release. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,f26546bc2331227ab3d31883da68bd9f627f06bccb65f1bbd57a3e85e64ffb28,train,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 3241, 4984, 13, 9842, 264, 2875, 14247, 2077, 13]",16,f26546bc2331227ab3d31883da68bd9f627f06bccb65f1bbd57a3e85e64ffb28,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-07,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a community garden. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,3a3bbc056b5387d3c10fc1dbe791cfb113f425f78f8a70e5de119134b1eb5f47,train,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 4029, 13863, 13, 9842, 264, 2875, 14247, 2077, 13]",16,3a3bbc056b5387d3c10fc1dbe791cfb113f425f78f8a70e5de119134b1eb5f47,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-08,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a class project. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,3e38526f3a8cf9b549e4bc64a14e9994c338823d376c50708b6ceb5b00ff7e59,test,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 538, 2447, 13, 9842, 264, 2875, 14247, 2077, 13]",16,3e38526f3a8cf9b549e4bc64a14e9994c338823d376c50708b6ceb5b00ff7e59,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-09,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a delivery schedule. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,9773e2c98a53278f9104991c2bd90a3a83b7bcd614e2f76b772c69d48ecd6e42,train,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 9889, 9899, 13, 9842, 264, 2875, 14247, 2077, 13]",16,9773e2c98a53278f9104991c2bd90a3a83b7bcd614e2f76b772c69d48ecd6e42,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-10,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a household chore. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,952fa684e4d49cf57d0e5b8fb1ad89a2ba020c167c39f7a7e7ce89600b56e11f,validation,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 14048, 50671, 13, 9842, 264, 2875, 14247, 2077, 13]",16,952fa684e4d49cf57d0e5b8fb1ad89a2ba020c167c39f7a7e7ce89600b56e11f,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-11,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a meeting agenda. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,a1529d163d6fe6eaa0b59bd356a70657ece94c6d1024c8ee8bb61e96a1b33660,validation,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 6574, 18909, 13, 9842, 264, 2875, 14247, 2077, 13]",16,a1529d163d6fe6eaa0b59bd356a70657ece94c6d1024c8ee8bb61e96a1b33660,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
ACT-NAT-EMOTIONAL_REACTIONS-12,naturalistic_behavioral,emotional_response,An unexpected setback occurs during a weekend activity. Write a short immediate response.,Deterministic study-authored situational prompt; frozen before activation capture.,True,797a71ce75fa740cecd9f7adb5fc73fad71142fc4d3f8fa66e7b368353002eed,test,"[128000, 2127, 16907, 79913, 13980, 2391, 264, 9178, 5820, 13, 9842, 264, 2875, 14247, 2077, 13]",16,797a71ce75fa740cecd9f7adb5fc73fad71142fc4d3f8fa66e7b368353002eed,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-001,neutral_controls,neutral_01,The measurement ledger lists the granite cylinder on the numbered shelf. The next recorded field is,Study-authored factual continuation control; frozen before capture.,False,,train,"[128000, 791, 19179, 48033, 11725, 279, 38390, 35664, 389, 279, 49926, 28745, 13, 578, 1828, 12715, 2115, 374]",18,99fdd55e27ed9b0e2940f8feee491a4ef3851733258219c3034992f1aa44f75f,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-002,neutral_controls,neutral_02,A technical diagram places the granite cylinder beside the reference scale. The caption continues with,Study-authored factual continuation control; frozen before capture.,False,,validation,"[128000, 32, 11156, 13861, 7634, 279, 38390, 35664, 30488, 279, 5905, 5569, 13, 578, 17703, 9731, 449]",17,a71bd31fc4ae70b7fd4468c3aef58c70ff1e7b2fd3a1282fae23329a290af8af,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-003,neutral_controls,neutral_03,The inventory sheet assigns the granite cylinder a storage code. The following entry gives,Study-authored factual continuation control; frozen before capture.,False,,train,"[128000, 791, 15808, 11071, 51012, 279, 38390, 35664, 264, 5942, 2082, 13, 578, 2768, 4441, 6835]",16,b68acdec34b166e20d5d1be970e023e493ae3538ff7bbee7fc99acf858402c79,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-004,neutral_controls,neutral_04,A surface scan of the granite cylinder was saved with the other samples. The file header records,Study-authored factual continuation control; frozen before capture.,False,,train,"[128000, 32, 7479, 8737, 315, 279, 38390, 35664, 574, 6924, 449, 279, 1023, 10688, 13, 578, 1052, 4342, 7576]",19,5080cdbd3d7a3253e1049b467a382a22cd193d03d20114e1a3d93b8b8c433bf8,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-005,neutral_controls,neutral_05,The balance was calibrated before the granite cylinder was weighed. The next line in the log shows,Study-authored factual continuation control; frozen before capture.,False,,validation,"[128000, 791, 8335, 574, 86085, 1603, 279, 38390, 35664, 574, 47712, 13, 578, 1828, 1584, 304, 279, 1515, 5039]",19,c9ca090d13e7f18e559ec509be882578140f211acb2c06e0c7493fbee008049c,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-006,neutral_controls,neutral_06,A temperature probe was positioned near the granite cylinder. The observation table continues with,Study-authored factual continuation control; frozen before capture.,False,,train,"[128000, 32, 9499, 22477, 574, 35328, 3221, 279, 38390, 35664, 13, 578, 22695, 2007, 9731, 449]",16,bae915e5cb888dfce45d7df9d6196fb33aa0a08f624a12709c4d2ee7e40c535c,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-007,neutral_controls,neutral_07,The reference photograph shows the granite cylinder against a ruled background. Beneath it appears,Study-authored factual continuation control; frozen before capture.,False,,test,"[128000, 791, 5905, 10512, 5039, 279, 38390, 35664, 2403, 264, 21989, 4092, 13, 87691, 589, 433, 8111]",17,cd1fa1b4a097dd82235876554d981302f48e8e423fdd4add17c1d4f7b5d0e042,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-008,neutral_controls,neutral_08,The materials catalog indexes the granite cylinder by specimen number. Its description continues with,Study-authored factual continuation control; frozen before capture.,False,,train,"[128000, 791, 7384, 16808, 25998, 279, 38390, 35664, 555, 58184, 1396, 13, 11699, 4096, 9731, 449]",16,4f61a43a5870d392ac2397558fdc9eedea00712f094462f130cc76c78d1813e4,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-009,neutral_controls,neutral_09,The floor plan marks the granite cylinder near the north wall. The adjacent annotation reads,Study-authored factual continuation control; frozen before capture.,False,,validation,"[128000, 791, 6558, 3197, 15785, 279, 38390, 35664, 3221, 279, 10411, 7147, 13, 578, 24894, 21917, 16181]",17,d68e2f9833810efc8b29ad5136303ec4e61e3bd4649674bd489dedb6b8a7aae1,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-010,neutral_controls,neutral_10,The inspection form identifies the granite cylinder by serial number. The remaining field states,Study-authored factual continuation control; frozen before capture.,False,,train,"[128000, 791, 26767, 1376, 36611, 279, 38390, 35664, 555, 6275, 1396, 13, 578, 9861, 2115, 5415]",16,59fecacb17df208fdc1800afd6ed6f8433ffe555d50765bc0c818642ab66361f,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-011,neutral_controls,neutral_01,The measurement ledger lists the brass washer on the numbered shelf. The next recorded field is,Study-authored factual continuation control; frozen before capture.,False,,test,"[128000, 791, 19179, 48033, 11725, 279, 37138, 53992, 389, 279, 49926, 28745, 13, 578, 1828, 12715, 2115, 374]",18,3f6f8348754378c9952212662fd1141c0e2c2e49ef6a94a31236789c6ff6bc11,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-012,neutral_controls,neutral_02,A technical diagram places the brass washer beside the reference scale. The caption continues with,Study-authored factual continuation control; frozen before capture.,False,,train,"[128000, 32, 11156, 13861, 7634, 279, 37138, 53992, 30488, 279, 5905, 5569, 13, 578, 17703, 9731, 449]",17,7c94d0a8bc6c836a28f9034155169fc7a6344cbff6c5060bc77b5d8ef777568e,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-013,neutral_controls,neutral_03,The inventory sheet assigns the brass washer a storage code. The following entry gives,Study-authored factual continuation control; frozen before capture.,False,,test,"[128000, 791, 15808, 11071, 51012, 279, 37138, 53992, 264, 5942, 2082, 13, 578, 2768, 4441, 6835]",16,2b506533428a0a9052ddbbfa19488a11db33e96ae3d873211b1c72bba8c3ccda,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
DRIFT-NEUTRAL-014,neutral_controls,neutral_04,A surface scan of the brass washer was saved with the other samples. The file header records,Study-authored factual continuation control; frozen before capture.,False,,train,"[128000, 32, 7479, 8737, 315, 279, 37138, 53992, 574, 6924, 449, 279, 1023, 10688, 13, 578, 1052, 4342, 7576]",19,2806a47668b005a0f63b4fcae871989aba1eb8f8bfb7abdffe87ca398c3b9efa,014620f8aead2e9882081907e6b7bcb6b03a7d8876347cab2176abf742890b60,14a2c282b45de44a6d640fc2e6dc1ed04d418f2f10d941f828d9c3c09a4704ad
